Date,ETHA,FETH,ETHW,CETH,ETHV,QETH,EZET,ETHE,ETH,Total
2024-10-04,14.7,0.0,0.9,0.0,0.0,0.0,0.0,-8.2,0.0,7.4
2024-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-08,0.0,-3.6,-4.5,0.0,0.0,0.0,0.0,0.0,0.0,-8.1
2024-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,17.8,-3.5,-4.2,0.0,0.0,0.0,0.0,-10.3,3.3,3.1
2024-10-11,0.0,8.6,0.0,0.0,0.0,0.0,0.0,-8.7,0.0,-0.1
2024-10-14,14.3,1.3,0.0,0.4,0.0,1.0,0.0,0.0,0.0,17.0
2024-10-15,0.0,2.6,0.0,0.0,0.0,0.0,0.0,-15.3,0.0,-12.7
2024-10-16,11.9,8.5,0.0,0.0,3.8,0.0,0.0,0.0,0.0,24.2
2024-10-17,23.6,31.1,1.5,2.3,0.0,0.5,0.0,-15.7,5.1,48.4
2024-10-18,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9
2024-10-21,4.9,0.0,0.0,0.0,3.9,0.0,0.0,-29.6,0.0,-20.8
2024-10-22,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9
2024-10-23,0.0,6.2,0.0,1.6,0.0,1.0,0.0,-7.6,0.0,1.2
2024-10-24,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
2024-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.2,0.0,-19.2
2024-10-28,2.3,5.0,0.0,0.0,0.0,0.0,0.0,-8.4,0.0,-1.1
2024-10-29,13.6,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,7.6
2024-10-30,0.0,5.3,-3.6,2.7,0.0,0.0,0.0,0.0,0.0,4.4
2024-10-31,49.6,0.0,0.0,0.0,0.0,0.0,0.0,-36.6,0.0,13.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-11.4,0.0,-10.9
2024-11-04,11.0,-31.5,0.0,0.0,0.0,0.0,0.0,-10.8,-31.9,-63.2
2024-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,25.4,52.3
2024-11-07,23.7,28.9,6.6,0.0,12.7,2.3,0.0,0.0,5.5,79.7
2024-11-08,59.8,18.4,3.4,0.0,4.3,0.0,0.0,0.0,0.0,85.9
2024-11-11,101.1,115.5,15.6,0.0,0.0,0.0,0.0,0.0,63.3,295.5
2024-11-12,131.4,0.0,17.0,2.0,6.0,0.0,0.0,-33.2,12.7,135.9
2024-11-13,35.6,101.7,13.0,0.0,0.0,0.0,0.0,-5.6,2.2,146.9
2024-11-14,18.9,0.0,0.0,0.0,-1.1,0.9,0.0,-21.9,0.0,-3.2
2024-11-15,0.0,-18.4,0.0,0.0,-1.1,0.0,0.0,-40.3,0.0,-59.8
2024-11-18,-23.9,3.2,0.0,0.0,0.0,0.0,0.0,-13.3,-5.1,-39.1
2024-11-19,-14.2,-46.7,0.0,0.0,0.0,0.0,0.0,-20.4,0.0,-81.3
2024-11-20,16.7,-30.7,0.0,0.0,0.0,0.0,0.0,-16.3,,-30.3
2024-11-21,0.0,16.8,2.9,0.0,2.5,0.0,0.0,-27.1,-4.1,-9.0
2024-11-22,99.7,5.8,5.0,0.0,0.0,0.0,0.0,-18.6,-0.6,91.3
2024-11-25,0.0,4.4,8.7,-1.2,2.6,0.0,0.0,-7.6,-4.0,2.9
2024-11-26,50.1,-1.7,0.0,-2.8,0.0,-1.2,0.0,-20.1,16.3,40.6
2024-11-27,0.0,38.0,1.6,0.0,13.2,0.0,0.0,0.0,37.3,90.1
2024-11-29,250.4,79.1,0.0,0.0,0.0,0.0,0.0,0.0,3.4,332.9
2024-12-02,55.9,19.9,0.0,0.0,0.0,-7.2,0.0,-44.4,0.0,24.2
2024-12-03,65.3,73.7,0.0,0.0,0.0,0.0,0.0,-6.4,0.0,132.6
2024-12-04,124.4,40.7,0.0,0.0,0.0,0.0,0.0,-6.2,8.8,167.7
2024-12-05,292.7,113.6,6.6,0.0,0.0,0.0,0.0,-15.1,30.7,428.5
2024-12-06,34.6,47.9,13.4,-6.9,1.5,0.0,0.0,-29.6,22.9,83.8
2024-12-09,155.4,30.1,-13.0,-4.1,0.0,0.0,0.0,-27.4,8.8,149.8
2024-12-10,81.7,202.2,0.0,0.0,0.0,0.0,0.0,-4.0,25.8,305.7
2024-12-11,74.2,0.0,8.2,0.0,5.6,0.0,2.9,-2.3,13.4,102.0
2024-12-12,202.3,19.4,0.0,1.6,0.0,0.0,0.0,-22.8,73.2,273.7
2024-12-13,9.5,6.9,0.0,0.0,0.0,0.0,0.0,7.2,0.0,23.6
2024-12-16,30.7,4.1,8.7,0.0,0.0,0.0,0.0,0.0,7.6,51.1
2024-12-17,134.8,3.9,0.0,0.0,0.0,0.0,1.5,0.0,4.5,144.7
2024-12-18,81.9,0.0,-14.6,0.0,0.0,0.0,0.0,-49.2,-15.6,2.5
2024-12-19,0.0,5.1,-6.8,0.0,4.9,-2.4,0.0,-58.1,-3.2,-60.5
2024-12-20,-103.7,13.0,0.0,0.0,0.0,0.0,0.0,7.5,8.1,-75.1
2024-12-23,89.5,46.4,1.0,0.0,0.0,0.0,0.0,0.0,-6.1,130.8
2024-12-24,43.9,3.5,6.2,0.0,0.0,0.0,0.0,0.0,0.0,53.6
2024-12-26,28.2,83.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,117.2
2024-12-27,20.2,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7
2024-12-30,0.0,-20.4,0.0,0.0,0.0,0.0,-3.9,-17.4,-13.8,-55.5
2024-12-31,0.0,31.8,0.0,0.0,0.0,0.0,0.0,-5.6,9.8,36.0
2025-01-02,0.0,0.0,-56.1,0.0,0.0,0.0,0.0,-21.4,0.0,-77.5
2025-01-03,33.9,27.1,0.0,0.0,0.0,0.0,0.0,-7.2,5.1,58.9
2025-01-06,124.1,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.7
2025-01-07,0.0,-67.6,0.0,0.0,0.0,0.0,0.0,-8.0,-11.2,-86.8
2025-01-08,0.0,-147.7,0.0,0.0,0.0,0.0,0.0,-8.3,-3.4,-159.4
2025-01-10,0.0,-65.4,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,-68.5
2025-01-13,12.9,0.0,0.0,0.0,0.0,0.0,0.0,-14.5,-37.8,-39.4
2025-01-14,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2
2025-01-15,19.8,29.3,0.0,0.0,2.5,0.0,0.0,0.0,8.1,59.7
2025-01-16,111.2,70.0,0.0,0.0,0.0,0.0,0.0,-18.7,4.1,166.6
2025-01-17,7.4,14.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,23.9
2025-01-21,56.3,3.3,3.1,0.0,3.6,0.0,0.0,-4.4,12.5,74.4
2025-01-22,79.1,9.0,0.0,0.0,0.0,0.0,0.0,-17.4,0.0,70.7
2025-01-23,0.0,7.3,-3.0,0.0,0.0,0.0,0.0,-22.3,3.1,-14.9
2025-01-24,0.0,0.0,6.0,1.2,0.0,2.0,0.0,0.0,0.0,9.2
2025-01-27,20.7,-68.5,-4.2,0.0,0.0,0.0,0.0,-84.2,0.0,-136.2
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-29,9.5,5.5,-4.0,0.0,0.0,0.0,0.0,-15.7,0.0,-4.7
2025-01-30,79.9,15.4,0.0,0.0,0.0,0.0,0.0,-40.3,12.8,67.8
2025-01-31,57.3,0.0,0.0,0.0,2.4,0.0,0.0,-31.9,0.0,27.8
2025-02-03,0.0,49.7,0.0,5.2,0.0,0.0,0.0,15.9,12.8,83.6
2025-02-04,276.2,27.5,4.1,0.0,0.0,0.0,0.0,0.0,0.0,307.8
2025-02-05,0.0,20.1,0.0,0.0,0.0,0.0,0.0,-7.2,5.2,18.1
2025-02-06,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.5,0.0,-22.5
2025-02-11,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6
2025-02-12,0.0,-10.7,0.0,0.0,0.0,0.0,0.0,-30.2,0.0,-40.9
2025-02-13,12.0,4.6,0.0,0.0,0.0,0.0,0.0,-3.8,0.0,12.8
2025-02-14,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7
2025-02-18,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2025-02-19,0.0,24.5,0.0,0.0,0.0,0.0,0.0,-5.5,0.0,19.0
2025-02-20,0.0,-2.8,0.0,0.0,0.0,0.0,0.0,-10.3,0.0,-13.1
2025-02-21,0.0,0.0,-8.9,0.0,0.0,0.0,0.0,0.0,0.0,-8.9
2025-02-24,-48.2,0.0,-9.7,0.0,0.0,0.0,0.0,-15.4,-4.7,-78.0
2025-02-25,0.0,-12.5,-8.2,0.0,0.0,0.0,0.0,-27.1,-2.3,-50.1
2025-02-26,-69.8,-18.4,-2.8,0.0,0.0,0.0,0.0,-3.3,0.0,-94.3
2025-02-27,-26.1,-25.5,0.0,0.0,0.0,0.0,0.0,-19.6,0.0,-71.2
2025-02-28,-30.2,0.0,0.0,0.0,0.0,0.0,0.0,-11.7,0.0,-41.9
2025-03-03,-16.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.1
2025-03-04,-26.3,21.7,0.0,0.0,0.0,0.0,0.0,10.7,8.5,14.6
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.3,0.0,-63.3
2025-03-06,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0
2025-03-07,-11.2,-11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.1
2025-03-10,0.0,-23.7,-1.6,-3.5,0.0,0.0,0.0,-4.8,-3.9,-37.5
2025-03-11,-11.8,-9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.6
2025-03-12,0.0,-3.7,0.0,-1.7,0.0,0.0,-1.4,0.0,-3.5,-10.3
2025-03-13,-15.1,-12.5,0.0,-0.5,1.4,0.0,0.0,-41.7,-5.2,-73.6
2025-03-14,-36.4,-11.6,0.0,0.0,0.0,1.1,0.0,0.0,0.0,-46.9
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.3,0.0,-7.3
2025-03-18,-40.2,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,-9.3,-52.8
2025-03-19,-12.9,-2.0,0.0,0.7,0.0,0.0,0.0,10.2,-7.7,-11.7
2025-03-20,-9.0,-3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5
2025-03-21,-11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7,-18.6
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-25,0.0,0.0,0.0,0.0,0.0,-1.5,0.0,0.0,-1.8,-3.3
2025-03-26,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9,-5.9
2025-03-27,0.0,-2.0,0.0,0.0,-2.2,0.0,0.0,0.0,0.0,-4.2
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,4.7
2025-03-31,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
2025-04-01,0.0,0.0,-2.6,1.7,0.0,0.0,0.0,0.0,-2.7,-3.6
2025-04-02,-20.2,0.0,0.0,0.0,0.0,0.0,0.0,-31.1,0.0,-51.3
2025-04-03,0.0,0.0,-3.6,0.0,0.0,0.0,0.0,0.0,0.0,-3.6
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,2.1
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-08,0.0,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3
2025-04-09,-5.5,-5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.2
2025-04-10,6.4,-36.0,-2.5,0.0,-4.4,0.0,0.0,-2.3,0.0,-38.8
2025-04-11,0.0,0.0,-3.1,0.0,0.0,0.0,0.0,-26.1,0.0,-29.2
2025-04-14,0.0,-7.8,0.0,1.8,0.0,0.0,0.0,0.0,0.0,-6.0
2025-04-15,0.0,-3.6,0.0,0.0,0.0,0.0,0.0,-10.6,0.0,-14.2
2025-04-16,-4.3,0.0,0.0,0.0,0.0,0.0,-1.8,-8.2,2.2,-12.1
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.4,0.0,-25.4
2025-04-22,0.0,32.7,6.1,0.0,0.0,0.0,0.0,0.0,0.0,38.8
2025-04-23,-30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,-23.9
2025-04-24,40.0,0.0,5.1,4.1,2.6,0.0,0.0,-6.6,18.3,63.5
2025-04-25,54.4,35.9,1.8,0.0,0.0,1.8,0.0,0.0,10.2,104.1
2025-04-28,67.5,0.0,-3.4,0.0,0.0,0.0,0.0,0.0,0.0,64.1
2025-04-29,0.0,25.5,0.0,0.0,0.0,0.0,0.0,-7.1,0.0,18.4
2025-04-30,0.0,5.8,-1.0,0.0,0.0,0.0,0.0,-7.1,0.0,-2.3
2025-05-01,0.0,6.5,0.0,0.0,0.0,0.0,0.0,-12.0,12.0,6.5
2025-05-02,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-06,0.0,-17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.9
2025-05-07,-21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.8
2025-05-08,0.0,-19.3,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-16.1
2025-05-09,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6
2025-05-12,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,-9.6,0.0,-17.6
2025-05-13,0.0,0.0,0.0,0.0,3.0,0.0,3.1,0.0,7.4,13.5
2025-05-14,57.6,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5
2025-05-15,8.4,-31.6,0.0,0.0,0.0,0.0,0.0,-16.6,0.0,-39.8
2025-05-16,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,8.6,22.2
2025-05-19,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7
2025-05-20,45.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8
2025-05-21,24.9,-24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2025-05-22,0.0,42.2,5.7,0.0,0.0,0.0,0.0,43.7,18.9,110.5
2025-05-23,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,58.6
2025-05-27,32.5,3.4,0.0,0.0,2.9,0.0,0.0,0.0,0.0,38.8
2025-05-28,52.7,25.7,0.0,0.0,0.0,1.6,0.0,0.0,4.9,84.9
2025-05-29,50.4,38.3,4.6,0.0,0.0,0.0,0.0,-4.6,3.2,91.9
2025-05-30,70.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.2
2025-06-02,48.4,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2
2025-06-03,77.1,21.0,0.0,0.0,0.0,0.0,3.0,0.0,8.4,109.5
2025-06-04,73.2,-23.6,0.0,0.0,0.0,0.0,0.0,0.0,7.4,57.0
2025-06-05,34.7,-23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3
2025-06-06,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,25.3
2025-06-09,35.2,12.9,0.0,0.0,0.0,0.0,0.0,0.0,4.6,52.7
2025-06-10,80.6,26.3,8.4,0.0,0.0,0.0,0.0,0.0,9.7,125.0
2025-06-11,163.6,37.3,6.5,0.0,0.0,0.0,0.0,13.3,19.6,240.3
2025-06-12,101.5,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.3
2025-06-13,0.0,-8.8,0.0,0.0,0.0,0.0,0.0,0.0,6.7,-2.1
2025-06-16,16.1,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4
2025-06-17,36.7,-20.2,3.6,0.0,0.0,0.0,0.0,-9.0,0.0,11.1
2025-06-18,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.1
2025-06-20,-19.7,0.0,0.0,0.0,1.8,0.0,0.0,0.0,6.6,-11.3
2025-06-23,25.8,60.5,0.0,0.0,0.0,0.0,0.0,9.0,5.4,100.7
2025-06-24,98.0,-26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.3
2025-06-25,55.2,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,60.4
2025-06-26,5.9,4.9,2.6,0.0,0.0,0.0,0.0,-27.4,-12.4,-26.4
2025-06-27,48.1,28.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,77.5
2025-06-30,6.1,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8
2025-07-01,54.8,-24.1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.7
2025-07-02,-46.9,25.8,8.3,0.0,2.8,0.0,0.0,0.0,8.1,-1.9
2025-07-03,85.4,64.6,0.0,0.0,0.0,0.0,0.0,-5.4,3.9,148.5
2025-07-07,53.2,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.1
2025-07-08,25.3,-0.7,4.9,0.0,0.0,0.0,0.0,7.9,9.3,46.7
2025-07-09,158.6,29.5,0.0,0.0,0.0,0.0,5.2,0.0,18.0,211.3
2025-07-10,300.9,37.3,3.2,0.0,2.1,0.0,0.0,18.9,20.7,383.1
2025-07-11,137.1,12.0,8.6,5.1,6.6,0.0,0.0,10.0,25.5,204.9
2025-07-14,151.4,31.4,11.2,0.0,6.6,0.0,5.7,8.9,43.8,259.0
2025-07-15,171.5,12.2,0.0,0.0,0.0,0.0,0.0,0.0,8.6,192.3
2025-07-16,499.2,113.3,14.4,0.0,3.7,3.7,5.1,33.0,54.2,726.6
2025-07-17,546.7,17.2,4.4,3.8,0.0,0.0,0.0,0.0,29.9,602.0
