"Date (UTC)","Timestamp (UTC)","Donald Trump","Kamala Harris","Joe Biden","Nikki Haley","Gavin Newsom","Robert F. Kennedy Jr.","Ron DeSantis","Vivek Ramaswamy","Chris Christie","Elizabeth Warren","Bernie Sanders","AOC","Other Democrat Politician","Other Republican Politician","Kanye","Michelle Obama","Hillary Clinton"
"08-08-2024 05:00","1723093201","0.485","0.488","0.0005","0.0025","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0105","0.0015"
"08-08-2024 06:00","1723096801","0.485","0.4965","0.0005","0.0025","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.011","0.0015"
"08-08-2024 07:00","1723100402","0.485","0.4965","0.0005","0.0025","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0115","0.0015"
"08-08-2024 08:00","1723104002","0.485","0.4955","0.0005","0.0025","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0115","0.0015"
"08-08-2024 09:00","1723107601","0.485","0.494","0.0005","0.0045","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0105","0.0015"
"08-08-2024 10:00","1723111201","0.485","0.4905","0.0005","0.0035","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0105","0.0015"
"08-08-2024 11:00","1723114801","0.485","0.4915","0.0005","0.0035","0.0005","0.004","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.01","0.0015"
"08-08-2024 12:00","1723118401","0.485","0.4915","0.0005","0.004","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0115","0.0015"
"08-08-2024 13:00","1723122001","0.485","0.4945","0.0005","0.0035","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0105","0.0015"
"08-08-2024 14:00","1723125601","0.495","0.4885","0.0005","0.0035","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0085","0.0015"
"08-08-2024 15:00","1723129202","0.495","0.4885","0.0005","0.0035","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.011","0.0015"
"08-08-2024 16:00","1723132802","0.495","0.488","0.0005","0.0035","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0095","0.0015"
"08-08-2024 17:00","1723136401","0.495","0.487","0.0005","0.0035","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.003","0.0035","0.0005","0.0095","0.0015"
"08-08-2024 18:00","1723140002","0.495","0.4865","0.0005","0.004","0.0005","0.004","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.003","0.0035","0.0005","0.011","0.0015"
"08-08-2024 19:00","1723143602","0.492","0.486","0.0005","0.004","0.0005","0.004","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.003","0.0035","0.0005","0.01","0.0015"
"08-08-2024 20:00","1723147202","0.492","0.4875","0.0005","0.0035","0.0005","0.004","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.003","0.0035","0.0005","0.0105","0.0015"
"08-08-2024 21:00","1723150801","0.4935","0.49","0.0005","0.0035","0.0005","0.004","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.003","0.0035","0.0005","0.009","0.0015"
"08-08-2024 22:00","1723154401","0.492","0.489","0.0005","0.0035","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0045","0.0035","0.0005","0.0085","0.0015"
"08-08-2024 23:00","1723158001","0.4915","0.4905","0.0005","0.0035","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0085","0.0015"
"08-09-2024 00:00","1723161602","0.4915","0.4875","0.0005","0.0035","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0085","0.0015"
"08-09-2024 01:00","1723165202","0.4915","0.488","0.0005","0.0035","0.0005","0.0035","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0085","0.0015"
"08-09-2024 02:00","1723168801","0.4865","0.49","0.0005","0.0035","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.012","0.0015"
"08-09-2024 03:00","1723172401","0.4865","0.4915","0.0005","0.0035","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.011","0.0015"
"08-09-2024 04:00","1723176002","0.4865","0.4915","0.0005","0.0035","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0105","0.0015"
"08-09-2024 05:00","1723179601","0.486","0.4905","0.0005","0.0035","0.0005","0.0045","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0105","0.0015"
"08-09-2024 06:00","1723183202","0.4845","0.491","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.011","0.0015"
"08-09-2024 07:00","1723186801","0.4845","0.491","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.004","0.0005","0.0115","0.0015"
"08-09-2024 08:00","1723190402","0.4845","0.4895","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0105","0.0015"
"08-09-2024 09:00","1723194001","0.4845","0.4895","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.012","0.0015"
"08-09-2024 10:00","1723197601","0.4845","0.4895","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0115","0.0015"
"08-09-2024 11:00","1723201201","0.4855","0.488","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0025","0.0035","0.0005","0.0115","0.0015"
"08-09-2024 12:00","1723204801","0.4855","0.4885","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0035","0.0005","0.0115","0.0025"
"08-09-2024 13:00","1723208401","0.4865","0.4885","0.0005","0.0045","0.0005","0.005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0035","0.0005","0.0115","0.0015"
"08-09-2024 14:00","1723212002","0.4865","0.4885","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0035","0.0005","0.0115","0.002"
"08-09-2024 15:00","1723215601","0.4875","0.4885","0.0005","0.0035","0.0005","0.006","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0035","0.0005","0.0115","0.0015"
"08-09-2024 16:00","1723219201","0.486","0.488","0.0005","0.0035","0.0005","0.0065","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.004","0.0005","0.012","0.0015"
"08-09-2024 17:00","1723222801","0.487","0.4885","0.0005","0.0035","0.0005","0.006","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.004","0.0005","0.0125","0.0015"
"08-09-2024 18:00","1723226401","0.487","0.4885","0.0005","0.0035","0.0005","0.006","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.004","0.0005","0.0125","0.0015"
"08-09-2024 19:00","1723230002","0.4865","0.488","0.0005","0.0035","0.0005","0.006","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.004","0.0005","0.0125","0.0015"
"08-09-2024 20:00","1723233602","0.486","0.4875","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.004","0.0005","0.0135","0.0015"
"08-09-2024 21:00","1723237201","0.4775","0.489","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0035","0.0005","0.0125","0.0015"
"08-09-2024 22:00","1723240802","0.475","0.4915","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.004","0.0005","0.0125","0.0015"
"08-09-2024 23:00","1723244402","0.474","0.4915","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0055","0.0005","0.0125","0.0015"
"08-10-2024 00:00","1723248002","0.476","0.4915","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0055","0.0005","0.0125","0.0015"
"08-10-2024 01:00","1723251601","0.476","0.4915","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0055","0.0005","0.013","0.0015"
"08-10-2024 02:00","1723255202","0.476","0.4915","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0055","0.0005","0.0135","0.0015"
"08-10-2024 03:00","1723258802","0.475","0.4905","0.0005","0.0035","0.0005","0.0065","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0055","0.0005","0.0135","0.0015"
